k,logLik,in_95
0.06278747377294909,-736.961374370521,FALSE
0.06288161502693339,-736.9595009122448,FALSE
0.06297589743288905,-736.9576218339175,FALSE
0.06307032120245425,-736.9557371186855,FALSE
0.0631648865475844,-736.9538467496463,FALSE
0.06325959368055278,-736.9519507098456,FALSE
0.06335444281395095,-736.9500489822791,FALSE
0.06344943416068911,-736.9481415498911,FALSE
0.06354456793399685,-736.946228395575,FALSE
0.06363984434742331,-736.9443095021724,FALSE
0.06373526361483797,-736.9423848524743,FALSE
0.06383082595043084,-736.9404544292196,FALSE
0.06392653156871318,-736.938518215096,FALSE
0.06402238068451781,-736.9365761927386,FALSE
0.0641183735129997,-736.9346283447311,FALSE
0.06421451026963647,-736.9326746536044,FALSE
0.06431079117022868,-736.9307151018379,FALSE
0.0644072164309006,-736.9287496718579,FALSE
0.0645037862681004,-736.9267783460378,FALSE
0.06460050089860095,-736.9248011066991,FALSE
0.0646973605395,-736.9228179361096,FALSE
0.06479436540822091,-736.920828816484,FALSE
0.06489151572251294,-736.918833729984,FALSE
0.06498881170045191,-736.9168326587178,FALSE
0.06508625356044065,-736.9148255847399,FALSE
0.0651838415212093,-736.9128124900512,FALSE
0.06528157580181615,-736.9107933565984,FALSE
0.06537945662164775,-736.9087681662742,FALSE
0.06547748420041977,-736.906736900917,FALSE
0.06557565875817715,-736.9046995423113,FALSE
0.0656739805152949,-736.9026560721865,FALSE
0.06577244969247832,-736.9006064722171,FALSE
0.06587106651076373,-736.8985507240232,FALSE
0.06596983119151886,-736.8964888091696,FALSE
0.06606874395644324,-736.8944207091657,FALSE
0.06616780502756897,-736.892346405466,FALSE
0.06626701462726091,-736.890265879469,FALSE
0.06636637297821742,-736.8881791125177,FALSE
0.06646588030347071,-736.8860860858987,FALSE
0.06656553682638745,-736.8839867808435,FALSE
0.06666534277066916,-736.8818811785264,FALSE
0.0667652983603528,-736.8797692600658,FALSE
0.0668654038198113,-736.8776510065237,FALSE
0.06696565937375387,-736.8755263989048,FALSE
0.06706606524722677,-736.8733954181577,FALSE
0.0671666216656136,-736.8712580451727,FALSE
0.06726732885463597,-736.8691142607843,FALSE
0.06736818704035383,-736.8669640457684,FALSE
0.0674691964491662,-736.8648073808439,FALSE
0.06757035730781141,-736.8626442466721,FALSE
0.06767166984336787,-736.8604746238557,FALSE
0.06777313428325445,-736.8582984929401,FALSE
0.06787475085523093,-736.8561158344116,FALSE
0.06797651978739866,-736.8539266286988,FALSE
0.06807844130820094,-736.8517308561711,FALSE
0.06818051564642365,-736.8495284971394,FALSE
0.06828274303119564,-736.8473195318555,FALSE
0.06838512369198937,-736.8451039405123,FALSE
0.0684876578586213,-736.8428817032428,FALSE
0.0685903457612525,-736.8406528001211,FALSE
0.06869318763038919,-736.8384172111611,FALSE
0.06879618369688306,-736.8361749163175,FALSE
0.06889933419193212,-736.8339258954843,FALSE
0.06900263934708081,-736.8316701284953,FALSE
0.06910609939422095,-736.8294075951244,FALSE
0.06920971456559191,-736.8271382750845,FALSE
0.06931348509378135,-736.8248621480279,FALSE
0.0694174112117256,-736.8225791935458,FALSE
0.06952149315271028,-736.8202893911687,FALSE
0.06962573115037082,-736.8179927203648,FALSE
0.06973012543869289,-736.8156891605421,FALSE
0.06983467625201306,-736.8133786910462,FALSE
0.06993938382501916,-736.8110612911605,FALSE
0.07004424839275103,-736.808736940107,FALSE
0.07014927019060077,-736.8064056170454,FALSE
0.07025444945431358,-736.8040673010726,FALSE
0.07035978641998798,-736.8017219712228,FALSE
0.07046528132407659,-736.7993696064682,FALSE
0.07057093440338653,-736.7970101857172,FALSE
0.07067674589507993,-736.7946436878158,FALSE
0.07078271603667462,-736.7922700915457,FALSE
0.07088884506604441,-736.7898893756254,FALSE
0.07099513322141994,-736.7875015187102,FALSE
0.07110158074138886,-736.7851064993907,FALSE
0.07120818786489673,-736.7827042961943,FALSE
0.07131495483124722,-736.7802948875831,FALSE
0.0714218818801029,-736.7778782519549,FALSE
0.07152896925148569,-736.7754543676435,FALSE
0.0716362171857773,-736.773023212917,FALSE
0.07174362592371995,-736.7705847659788,FALSE
0.07185119570641675,-736.768139004967,FALSE
0.0719589267753324,-736.7656859079541,FALSE
0.07206681937229352,-736.7632254529472,FALSE
0.07217487373948946,-736.7607576178872,FALSE
0.07228309011947254,-736.758282380649,FALSE
0.0723914687551589,-736.7557997190414,FALSE
0.07250000988982884,-736.7533096108066,FALSE
0.07260871376712738,-736.75081203362015,FALSE
0.07271758063106497,-736.7483069650909,FALSE
0.07282661072601776,-736.7457943827606,FALSE
0.07293580429672847,-736.7432742641035,FALSE
0.07304516158830664,-736.7407465865267,FALSE
0.07315468284622943,-736.7382113273693,FALSE
0.07326436831634199,-736.7356684639028,FALSE
0.0733742182448581,-736.7331179733306,FALSE
0.07348423287836074,-736.7305598327878,FALSE
0.07359441246380254,-736.7279940193413,FALSE
0.07370475724850646,-736.7254205099885,FALSE
0.07381526748016623,-736.7228392816588,FALSE
0.07392594340684705,-736.7202503112122,FALSE
0.07403678527698596,-736.7176535754392,FALSE
0.07414779333939256,-736.7150490510611,FALSE
0.07425896784324948,-736.7124367147293,FALSE
0.07437030903811298,-736.7098165430255,FALSE
0.07448181717391353,-736.7071885124608,FALSE
0.07459349250095623,-736.7045525994768,FALSE
0.07470533526992161,-736.7019087804435,FALSE
0.07481734573186594,-736.6992570316609,FALSE
0.07492952413822203,-736.6965973293577,FALSE
0.07504187074079956,-736.693929649692,FALSE
0.07515438579178589,-736.6912539687494,FALSE
0.07526706954374637,-736.6885702625449,FALSE
0.07537992224962513,-736.6858785070211,FALSE
0.07549294416274557,-736.6831786780489,FALSE
0.07560613553681081,-736.6804707514268,FALSE
0.07571949662590448,-736.6777547028809,FALSE
0.07583302768449106,-736.6750305080642,FALSE
0.07594672896741665,-736.6722981425578,FALSE
0.07606060072990949,-736.6695575818685,FALSE
0.07617464322758037,-736.6668088014305,FALSE
0.0762888567164234,-736.6640517766043,FALSE
0.07640324145281653,-736.6612864826766,FALSE
0.07651779769352217,-736.65851289486,FALSE
0.07663252569568757,-736.655730988293,FALSE
0.07674742571684567,-736.6529407380394,FALSE
0.07686249801491543,-736.650142119089,FALSE
0.07697774284820262,-736.6473351063561,FALSE
0.0770931604754003,-736.6445196746798,FALSE
0.07720875115558931,-736.6416957988246,FALSE
0.07732451514823906,-736.6388634534786,FALSE
0.0774404527132079,-736.6360226132546,FALSE
0.07755656411074391,-736.6331732526894,FALSE
0.07767284960148525,-736.6303153462432,FALSE
0.07778930944646101,-736.6274488683003,FALSE
0.07790594390709152,-736.6245737931679,FALSE
0.07802275324518916,-736.6216900950764,FALSE
0.0781397377229589,-736.6187977481787,FALSE
0.0782568976029987,-736.6158967265511,FALSE
0.07837423314830043,-736.6129870041917,FALSE
0.07849174462225011,-736.6100685550206,FALSE
0.07860943228862884,-736.6071413528804,FALSE
0.07872729641161304,-736.604205371535,FALSE
0.07884533725577543,-736.6012605846698,FALSE
0.07896355508608521,-736.5983069658917,FALSE
0.07908195016790905,-736.5953444887278,FALSE
0.07920052276701141,-736.5923731266272,FALSE
0.0793192731495552,-736.5893928529584,FALSE
0.0794382015821025,-736.5864036410107,FALSE
0.07955730833161495,-736.5834054639935,FALSE
0.07967659366545458,-736.5803982950355,FALSE
0.07979605785138418,-736.5773821071855,FALSE
0.0799157011575681,-736.5743568734114,FALSE
0.0800355238525727,-736.5713225666002,FALSE
0.08015552620536708,-736.5682791595575,FALSE
0.08027570848532362,-736.5652266250081,FALSE
0.08039607096221849,-736.5621649355946,FALSE
0.08051661390623248,-736.5590940638776,FALSE
0.08063733758795139,-736.5560139823364,FALSE
0.08075824227836681,-736.5529246633668,FALSE
0.08087932824887652,-736.549826079283,FALSE
0.08100059577128538,-736.5467182023156,FALSE
0.08112204511780562,-736.5436010046125,FALSE
0.08124367656105774,-736.5404744582377,FALSE
0.08136549037407098,-736.5373385351722,FALSE
0.08148748683028388,-736.5341932073133,FALSE
0.08160966620354505,-736.5310384464727,FALSE
0.08173202876811361,-736.5278742243798,FALSE
0.08185457479866001,-736.524700512678,FALSE
0.08197730457026638,-736.521517282926,FALSE
0.08210021835842744,-736.5183245065979,FALSE
0.08222331643905088,-736.5151221550817,FALSE
0.08234659908845814,-736.5119101996805,FALSE
0.08247006658338495,-736.5086886116111,FALSE
0.08259371920098191,-736.5054573620039,FALSE
0.08271755721881528,-736.5022164219035,FALSE
0.08284158091486737,-736.4989657622671,FALSE
0.0829657905675374,-736.495705353966,FALSE
0.08309018645564191,-736.4924351677835,FALSE
0.08321476885841558,-736.4891551744154,FALSE
0.08333953805551166,-736.4858653444702,FALSE
0.0834644943270028,-736.4825656484686,FALSE
0.08358963795338158,-736.4792560568424,FALSE
0.08371496921556101,-736.4759365399357,FALSE
0.08384048839487548,-736.472607068003,FALSE
0.08396619577308102,-736.4692676112103,FALSE
0.08409209163235629,-736.4659181396346,FALSE
0.08421817625530285,-736.4625586232625,FALSE
0.08434444992494619,-736.4591890319913,FALSE
0.08447091292473594,-736.4558093356285,FALSE
0.08459756553854689,-736.4524195038907,FALSE
0.08472440805067943,-736.449019506404,FALSE
0.08485144074586014,-736.4456093127039,FALSE
0.08497866390924262,-736.4421888922344,FALSE
0.0851060778264079,-736.4387582143482,FALSE
0.08523368278336534,-736.4353172483061,FALSE
0.08536147906655295,-736.4318659632772,FALSE
0.08548946696283843,-736.4284043283384,FALSE
0.0856176467595194,-736.4249323124735,FALSE
0.08574601874432436,-736.4214498845741,FALSE
0.08587458320541325,-736.4179570134386,FALSE
0.0860033404313779,-736.4144536677715,FALSE
0.08613229071124305,-736.4109398161844,FALSE
0.08626143433446663,-736.4074154271945,FALSE
0.08639077159094069,-736.4038804692249,FALSE
0.08652030277099182,-736.4003349106044,FALSE
0.08665002816538206,-736.3967787195669,FALSE
0.08677994806530921,-736.3932118642509,FALSE
0.08691006276240788,-736.3896343127003,FALSE
0.08704037254874988,-736.3860460328626,FALSE
0.08717087771684484,-736.3824469925903,FALSE
0.08730157855964114,-736.3788371596384,FALSE
0.08743247537052624,-736.3752165016667,FALSE
0.08756356844332763,-736.3715849862376,FALSE
0.0876948580723132,-736.3679425808168,FALSE
0.08782634455219224,-736.364289252772,FALSE
0.08795802817811572,-736.360624969374,FALSE
0.0880899092456773,-736.3569496977956,FALSE
0.08822198805091383,-736.3532634051106,FALSE
0.08835426489030589,-736.3495660582951,FALSE
0.08848674006077878,-736.3458576242264,FALSE
0.08861941385970283,-736.3421380696819,FALSE
0.08875228658489435,-736.3384073613407,FALSE
0.0888853585346162,-736.3346654657813,FALSE
0.08901863000757834,-736.3309123494827,FALSE
0.08915210130293862,-736.3271479788236,FALSE
0.0892857727203035,-736.3233723200818,FALSE
0.0894196445597287,-736.3195853394345,FALSE
0.08955371712171967,-736.3157870029576,FALSE
0.0896879907072326,-736.3119772766255,FALSE
0.08982246561767479,-736.3081561263109,FALSE
0.08995714215490552,-736.3043235177846,FALSE
0.09009202062123672,-736.3004794167142,FALSE
0.09022710131943351,-736.2966237886658,FALSE
0.09036238455271493,-736.2927565991012,FALSE
0.09049787062475477,-736.2888778133802,FALSE
0.09063355983968212,-736.2849873967575,FALSE
0.09076945250208195,-736.2810853143855,FALSE
0.09090554891699608,-736.2771715313107,FALSE
0.09104184938992355,-736.2732460124768,FALSE
0.09117835422682155,-736.2693087227208,FALSE
0.09131506373410603,-736.2653596267759,FALSE
0.09145197821865228,-736.2613986892693,FALSE
0.09158909798779571,-736.2574258747225,FALSE
0.0917264233493326,-736.2534411475505,FALSE
0.09186395461152078,-736.2494444720622,FALSE
0.09200169208308008,-736.24543581246,FALSE
0.09213963607319343,-736.2414151328386,FALSE
0.09227778689150716,-736.2373823971859,FALSE
0.09241614484813197,-736.2333375693817,FALSE
0.09255471025364356,-736.2292806131977,FALSE
0.09269348341908322,-736.2252114922977,FALSE
0.09283246465595855,-736.2211301702365,FALSE
0.09297165427624436,-736.2170366104598,FALSE
0.09311105259238318,-736.212930776304,FALSE
0.09325065991728591,-736.2088126309964,FALSE
0.093390476564332775,-736.2046821376533,FALSE
0.09353050284737369,-736.2005392592819,FALSE
0.09367073908072926,-736.1963839587777,FALSE
0.09381118557919142,-736.1922161989256,FALSE
0.09395184265802398,-736.1880359423996,FALSE
0.09409271063296341,-736.1838431517614,FALSE
0.09423378982021975,-736.179637789461,FALSE
0.09437508053647707,-736.1754198178368,FALSE
0.0945165830988942,-736.1711891991131,FALSE
0.09465829782510563,-736.1669458954027,FALSE
0.09480022503322194,-736.1626898687041,FALSE
0.09494236504183085,-736.1584210809027,FALSE
0.09508471816999768,-736.1541394937695,FALSE
0.09522728473726612,-736.1498450689619,FALSE
0.09537006506365896,-736.1455377680218,FALSE
0.09551305946967888,-736.1412175523764,FALSE
0.09565626827630912,-736.1368843833377,FALSE
0.09579969180501409,-736.1325382221019,FALSE
0.09594333037774033,-736.1281790297493,FALSE
0.09608718431691694,-736.1238067672439,FALSE
0.09623125394545659,-736.1194213954321,FALSE
0.09637553958675611,-736.1150228750446,FALSE
0.09652004156469711,-736.1106111666936,FALSE
0.09666476020364687,-736.1061862308743,FALSE
0.09680969582845902,-736.101748027963,FALSE
0.09695484876447436,-736.0972965182182,FALSE
0.09710021933752128,-736.092831661779,FALSE
0.09724580787391694,-736.0883534186659,FALSE
0.09739161470046755,-736.0838617487793,FALSE
0.09753764014446947,-736.0793566119004,FALSE
0.09768388453370982,-736.0748379676893,FALSE
0.09783034819646706,-736.070305775686,FALSE
0.09797703146151189,-736.0657599953098,FALSE
0.09812393465810804,-736.0612005858578,FALSE
0.0982710581160129,-736.0566275065065,FALSE
0.09841840216547819,-736.0520407163094,FALSE
0.09856596713725096,-736.0474401741981,FALSE
0.09871375336257399,-736.0428258389812,FALSE
0.09886176117318685,-736.0381976693445,FALSE
0.09900999090132649,-736.0335556238499,FALSE
0.09915844287972796,-736.0288996609354,FALSE
0.09930711744162515,-736.024229738915,FALSE
0.09945601492075172,-736.0195458159782,FALSE
0.09960513565134167,-736.014847850189,FALSE
0.09975447996813007,-736.0101357994866,FALSE
0.099904048206354,-736.0054096216841,FALSE
0.10005384070175302,-736.0006692744685,FALSE
0.10020385779057023,-735.9959147154005,FALSE
0.10035409980955289,-735.9911459019139,FALSE
0.10050456709595303,-735.9863627913154,FALSE
0.1006552599875284,-735.9815653407833,FALSE
0.10080617882254325,-735.976753507369,FALSE
0.10095732393976896,-735.9719272479949,FALSE
0.1011086956784848,-735.9670865194549,FALSE
0.10126029437847883,-735.9622312784132,FALSE
0.10141212038004847,-735.9573614814053,FALSE
0.10156417402400149,-735.9524770848361,FALSE
0.10171645565165661,-735.9475780449807,FALSE
0.10186896560484425,-735.9426643179831,FALSE
0.10202170422590746,-735.9377358598564,FALSE
0.10217467185770246,-735.9327926264825,FALSE
0.1023278688435997,-735.9278345736107,FALSE
0.10248129552748429,-735.9228616568589,FALSE
0.10263495225375711,-735.917873831712,FALSE
0.10278883936733528,-735.9128710535214,FALSE
0.10294295721365318,-735.907853277506,FALSE
0.10309730613866312,-735.9028204587502,FALSE
0.10325188648883601,-735.8977725522044,FALSE
0.1034066986111624,-735.892709512684,FALSE
0.10356174285315295,-735.8876312948701,FALSE
0.1037170195628395,-735.8825378533077,FALSE
0.1038725290887756,-735.8774291424062,FALSE
0.10402827178003754,-735.8723051164386,FALSE
0.10418424798622483,-735.8671657295419,FALSE
0.10434045805746131,-735.8620109357151,FALSE
0.10449690234439576,-735.8568406888204,FALSE
0.1046535811982026,-735.851654942582,FALSE
0.10481049497058297,-735.8464536505857,FALSE
0.1049676440137651,-735.8412367662785,FALSE
0.10512502868050558,-735.8360042429688,FALSE
0.10528264932408972,-735.8307560338249,FALSE
0.10544050629833271,-735.8254920918753,FALSE
0.10559859995758003,-735.8202123700086,FALSE
0.10575693065670863,-735.8149168209721,FALSE
0.10591549875112752,-735.809605397372,FALSE
0.10607430459677847,-735.8042780516731,FALSE
0.10623334855013712,-735.7989347361984,FALSE
0.10639263096821343,-735.7935754031275,FALSE
0.10655215220855278,-735.7882000044984,FALSE
0.10671191262923652,-735.7828084922048,FALSE
0.10687191258888304,-735.7774008179972,FALSE
0.10703215244664825,-735.7719769334816,FALSE
0.1071926325622267,-735.7665367901196,FALSE
0.1073533532958523,-735.7610803392281,FALSE
0.10751431500829886,-735.7556075319781,FALSE
0.10767551806088137,-735.7501183193946,FALSE
0.10783696281545635,-735.744612652357,FALSE
0.10799864963442307,-735.7390904815975,FALSE
0.10816057888072399,-735.733551757701,FALSE
0.1083227509178459,-735.7279964311049,FALSE
0.10848516610982047,-735.7224244520987,FALSE
0.10864782482122526,-735.7168357708234,FALSE
0.1088107274171845,-735.7112303372706,FALSE
0.10897387426336971,-735.7056081012835,FALSE
0.10913726572600092,-735.6999690125541,FALSE
0.10930090217184701,-735.6943130206254,FALSE
0.10946478396822695,-735.688640074889,FALSE
0.10962891148301045,-735.6829501245855,FALSE
0.1097932850846187,-735.6772431188042,FALSE
0.1099579051420253,-735.6715190064815,FALSE
0.11012277202475715,-735.6657777364023,FALSE
0.1102878861028952,-735.6600192571976,FALSE
0.11045324774707514,-735.6542435173458,FALSE
0.11061885732848861,-735.6484504651709,FALSE
0.11078471521888358,-735.6426400488426,FALSE
0.11095082179056553,-735.636812216376,FALSE
0.11111717741639822,-735.6309669156311,FALSE
0.11128378246980429,-735.6251040943117,FALSE
0.11145063732476636,-735.6192236999656,FALSE
0.11161774235582782,-735.6133256799841,FALSE
0.11178509793809366,-735.6074099816016,FALSE
0.11195270444723115,-735.601476551894,FALSE
0.11212056225947102,-735.5955253377803,FALSE
0.1122886717516079,-735.5895562860202,FALSE
0.1124570333010015,-735.583569343215,FALSE
0.11262564728557736,-735.577564455806,FALSE
0.11279451408382758,-735.5715415700748,FALSE
0.1129636340748117,-735.5655006321426,FALSE
0.11313300763815778,-735.5594415879698,FALSE
0.11330263515406302,-735.5533643833553,FALSE
0.11347251700329455,-735.5472689639363,FALSE
0.11364265356719064,-735.5411552751874,FALSE
0.11381304522766103,-735.5350232624209,FALSE
0.11398369236718835,-735.5288728707851,FALSE
0.11415459536882863,-735.5227040452652,FALSE
0.11432575461621215,-735.5165167306818,FALSE
0.11449717049354444,-735.5103108716908,FALSE
0.11466884338560714,-735.5040864127832,FALSE
0.11484077367775881,-735.4978432982836,FALSE
0.11501296175593573,-735.4915814723507,FALSE
0.11518540800665296,-735.4853008789769,FALSE
0.11535811281700492,-735.4790014619869,FALSE
0.11553107657466656,-735.4726831650376,FALSE
0.11570429966789413,-735.466345931618,FALSE
0.11587778248552585,-735.4599897050487,FALSE
0.11605152541698305,-735.4536144284804,FALSE
0.11622552885227094,-735.4472200448944,FALSE
0.11639979318197956,-735.4408064971019,FALSE
0.1165743187972844,-735.4343737277435,FALSE
0.1167491060899477,-735.4279216792879,FALSE
0.11692415545231884,-735.4214502940331,FALSE
0.11709946727733568,-735.4149595141039,FALSE
0.1172750419585252,-735.4084492814532,FALSE
0.11745087989000434,-735.4019195378597,FALSE
0.11762698146648096,-735.3953702249293,FALSE
0.11780334708325482,-735.3888012840927,FALSE
0.11797997713621838,-735.3822126566068,FALSE
0.11815687202185755,-735.3756042835519,FALSE
0.11833403213725292,-735.3689761058337,FALSE
0.11851145788008023,-735.3623280641808,FALSE
0.11868914964861163,-735.3556600991453,FALSE
0.11886710784171645,-735.3489721511013,FALSE
0.11904533285886193,-735.3422641602455,FALSE
0.1192238251001143,-735.335536066596,FALSE
0.11940258496613969,-735.3287878099918,FALSE
0.11958161285820502,-735.3220193300924,FALSE
0.11976090917817868,-735.3152305663774,FALSE
0.11994047432853182,-735.3084214581455,FALSE
0.1201203087123388,-735.3015919445146,FALSE
0.12030041273327854,-735.2947419644205,FALSE
0.1204807867956352,-735.2878714566173,FALSE
0.120661431304299,-735.2809803596757,FALSE
0.12084234666476723,-735.2740686119838,FALSE
0.1210235332831453,-735.2671361517455,FALSE
0.12120499156614752,-735.2601829169802,FALSE
0.12138672192109778,-735.2532088455226,FALSE
0.12156872475593104,-735.246213875022,FALSE
0.12175100047919357,-735.2391979429414,FALSE
0.12193354950004441,-735.2321609865575,FALSE
0.1221163722282561,-735.2251029429592,FALSE
0.12229946907421542,-735.2180237490488,FALSE
0.12248284044892452,-735.2109233415393,FALSE
0.12266648676400184,-735.2038016569556,FALSE
0.12285040843168304,-735.196658631633,FALSE
0.1230346058648217,-735.1894942017169,FALSE
0.12321907947689062,-735.1823083031621,FALSE
0.1234038296819823,-735.1751008717325,FALSE
0.12358885689481035,-735.1678718430002,FALSE
0.12377416153071012,-735.1606211523451,FALSE
0.12395974400563962,-735.1533487349549,FALSE
0.12414560473618055,-735.1460545258229,FALSE
0.12433174413953929,-735.1387384597497,FALSE
0.12451816263354777,-735.1314004713406,FALSE
